Turbo Title,Setup,Thread ID,Game ID,Winning Alignment,Villagers,Wolves
I’m a dwagon,joat10,42783,6463,Mafia,"['MerelBlackbird', 'benneh', 'Homeslice', 'Luna', 'snally', 'Akasuki', 'Amrock', 'Prince J']","['baudib1', 'matt']"
hes back,joat10,42779,6462,Town,"['tepig19283', 'matt', 'JohnCarter', 'Luna', 'Akasuki', 'snally', 'BigMenLover9923', 'Kuti plz']","['MerelBlackbird', 'gamer']"
insomnia was the hero,joat10,42775,6461,Mafia,"['Arctic', 'baudib1', 'snally', 'Hooper', 'Luna', 'Akasuki', 'bystander', 'insomnia']","['Kuti plz', 'matt']"
omg gg,joat10,42770,6460,Town,"['matt', 'jess', 'Nippleman', 'Kuti plz', 'Prince J', 'Haze with a Z', 'Porscha', 'TwiceSkunk']","['Rem', 'Garden Gnome']"
hero moment,joat10,42766,6459,Town,"['snally', 'Akasuki', 'Garden Gnome', 'moonstermash', 'tepig19283', 'baudib1', 'bystander', 'Variance']","['Smaug', 'BigMenLover9923']"
Btw this is my Christmas present so no lunching (or vigging) JohnCarter ft. aro feet,joat10,42760,6458,Town,"['insomnia', 'snally', 'jess', 'Variance', 'Hooper', 'baudib1', 'arogame123', 'Arctic']","['tepig19283', 'Akasuki']"
Automated turbo game thread: 1fa53f49-51ed-48,joat10,42756,6457,Town,"['insomnia', 'JohnCarter', 'Stake', 'Akasuki', 'DoctorZeus', 'bystander', 'Arctic', 'arogame123']","['MerelBlackbird', 'Variance']"
katze,joat10,42752,6456,Mafia,"['bystander', 'LanMisa', 'matt', 'snally', 'baudib1', 'katze', 'benneh', 'lol']","['Michelle', 'insomnia']"
stun zeed,joat10,42748,6455,Town,"['matt', 'baudib1', 'Variance', 'Luna', 'bystander', 'Akasuki', 'townboy', 'insomnia']","['lol', 'wolfboy']"
Ladd is washed,joat10,42744,6454,Mafia,"['snally', 'baudib1', 'Hooper', 'Variance', 'Haze with a Z', 'InstantHammer', 'ladd', 'insomnia']","['wolfboy', 'bystander']"
yay <@493139860719403024>,joat10,42740,6453,Mafia,"['bystander', 'tepig19283', 'Akasuki', 'Hooper', 'Smaug', 'Clouds', 'matt', 'Delta']","['baudib1', 'Kuti plz']"
I hate vigs,joat10,42736,6452,Town,"['snally', 'jess', 'Clouds', 'Hooper', 'Kuti plz', 'mhsmith0', 'Akasuki', 'InstantHammer']","['Variance', 'Taffy']"
we got rekt,vig10,42732,6451,Mafia,"['Kuti plz', 'Clouds', 'baudib1', 'snally', 'Arctic', 'benneh', 'Taffy', 'mhsmith0']","['InstantHammer', 'Hooper']"
no outsies,joat10,42727,6450,Town,"['MerelBlackbird', 'Arctic', 'baudib1', 'arogame123', 'tepig19283', 'matt', 'Porscha', 'jess']","['benneh', 'Akasuki']"
OMFG cool setup,cop9,42720,6449,Mafia,"['MerelBlackbird', 'Mediocre Question', 'baudib1', 'Kuti plz', 'matt', 'Haze with a Z', 'mhsmith0']","['jess', 'Porscha']"
I can’t remember my password,joat10,42696,6444,Town,"['baudib1', 'bystander', 'matt', 'Mediocre Question', 'snally', 'Cuthalion', 'Haze with a Z', 'Dahkah']","['Smaug', 'Nippleman']"
join this,joat10,42692,6443,Town,"['Mediocre Question', 'matt', 'bystander', 'fires', 'Cuthalion', 'Dahkah', 'Amrock', 'baudib1']","['tepig19283', 'snally']"
i ate crepes yesterday and they were pretty tasty turbo,joat10,42688,6442,Mafia,"['fires', 'InstantHammer', 'Cuthalion', 'snally', 'matt', 'Haze with a Z', 'Inawordyes', 'tepig19283']","['bystander', 'lemon.tangerine']"
BigMenLover9923s Grand Gay Big Men Loving Fiesta,joat10,42676,6439,Mafia,"['Inawordyes', 'Prince J', 'Akasuki', 'Xander Bly', 'BigMenLover9923', 'bystander', 'Haze with a Z', 'Abraham DeLacey']","['baudib1', 'alexa.']"
pens sandbag bottle dark turbo,joat10,42672,6438,Town,"['bystander', 'Arctic', 'fires', 'tepig19283', 'snally', 'Cuthalion', 'Amrock', 'Inawordyes']","['Hooper', 'gamer']"
Inso Rands wolf again,joat10,42668,6437,Mafia,"['snally', 'insomnia', 'Nippleman', 'Trisscar', 'Hooper', 'InstantHammer', 'mhsmith0', 'Arctic']","['bystander', 'katlexa']"
buy lethal company now,joat10,42664,6436,Town,"['snally', 'Luna', 'baudib1', 'fires', 'mhsmith0', 'Abraham DeLacey', 'Arctic', 'Akasuki']","['Hooper', 'insomnia']"
Ben is at ‘Home Depot’,joat10,42657,6434,Town,"['Mediocre Question', 'Hooper', 'fires', 'matt', 'Akasuki', 'BigMenLover9923', 'Nippleman', 'townboy']","['MerelBlackbird', 'mhsmith0']"
time to fake SHC again,joat10,42653,6433,Mafia,"['Mediocre Question', 'baudib1', 'mhsmith0', 'Akasuki', 'tepig19283', 'matt', 'Hooper', 'Haze with a Z']","['alexa.', 'Smaug']"
rand,joat10,42649,6432,Town,"['Mediocre Question', 'MerelBlackbird', 'baudib1', 'Smaug', 'snally', 'matt', 'benneh', 'Purrito']","['neil the eel', 'mhsmith0']"
please sheep manny if he dies n1,joat10,42643,6431,Mafia,"['snally', 'Cuthalion', 'gamer', 'Porschanny', 'SilverKeith', 'InstantHammer', 'Nippleman', 'Taffy']","['Zack', 'insomnia']"
please dont yeet silverkeith d1,joat10,42639,6430,Town,"['Taffy', 'snally', 'Cuthalion', 'Haze with a Z', 'tepig19283', 'Nippleman', 'Porschanny', 'SilverKeith']","['insomnia', 'InstantHammer']"
euro turbo gogogo,joat10,42630,6428,Mafia,"['Manny', 'snally', 'Mediocre Question', 'Arctic', 'baudib1', 'Haze with a Z', 'Hooper', 'insomnia']","['matt', 'tepig19283']"
please do not yeet manny d1,joat10,42623,6427,Town,"['snally', 'matt', 'Michelle', 'Rem', 'insomnia', 'Arctic', 'Manny', 'yogsloth']","['lemon.tangerine', 'Athena Cykes']"
never joever,joat10,42618,6426,Mafia,"['matt', 'snally', '0Ix', 'Arctic', 'Hooper', 'Akasuki', 'benneh', 'Amrock']","['BigMenLover9923', 'fires']"
poor wittle arcy,joat10,42613,6425,Town,"['matt', 'snally', 'Hooper', 'BigMenLover9923', 'Taffy', 'Myzrael', 'Manny', 'Arctic']","['baudib1', 'insomnia']"
BigMenLover9923s Revenge As He Wont Roll JOAT,joat10,42599,6423,Mafia,"['matt', 'lemon.tangerine', 'Garden Gnome', 'bystander', 'North Polarized', 'Akasuki', 'Haze with a Z', 'Carlos']","['Smaug', 'BigMenLover9923']"
ih jumpscare,joat10,42588,6420,Town,"['Garden Gnome', 'alexa.', 'moonstermash', 'Akasuki', 'North Polarized', 'Haze with a Z', 'InstantHammer', 'benneh']","['snally', 'Smaug']"
turbo ig,joat10,42580,6419,Mafia,"['snally', 'Akasuki', 'benneh', 'moonstermash', 'Amrock', 'matt', 'baudib1', 'Haze with a Z']","['Happy', 'Xander Bly']"
gn chat,joat10,42575,6418,Mafia,"['Happy', 'matt', 'Homeslice', 'tepig19283', 'benneh', 'TigerWoodsPGATour2004', 'Haze with a Z', 'snally']","['Akasuki', 'Amrock']"
Players voted sleep. Wusses.,joat10,42569,6417,Mafia,"['Homeslice', 'Happy', 'Haze with a Z', 'tepig19283', 'Nippleman', 'arogame123', 'North Polarized', 'Akasuki']","['Xander Bly', 'snally']"
Title of game thread,joat10,42565,6416,Mafia,"['snally', 'tepig19283', 'Happy', 'Xander Bly', 'North Polarized', 'alexa.', 'arogame123', 'Nippleman']","['Haze with a Z', 'Xanjori']"
bring hally to f3,joat10,42561,6415,Mafia,"['Happy', 'matt', 'Haze with a Z', 'Akasuki', 'sevenseas', 'BigMenLover9923', 'TigerWoodsPGATour2004', 'snally']","['gamer', 'Clouds']"
BigMenLover9923s Big Men Loving Fiesta,joat10,42557,6414,Town,"['tepig19283', 'bystander', 'BigMenLover9923', 'Dahkah', 'sevenseas', 'Akasuki', 'arogame123', 'snally']","['Happy', 'Haze with a Z']"
Alexa was too slow to !in,joat10,42553,6413,Town,"['Smaug', 'Clouds', 'matt', 'Happy', 'Akasuki', 'snally', 'BigMenLover9923', 'Dahkah']","['arogame123', 'sevenseas']"
very ery zlank,joat10,42549,6412,Mafia,"['snally', 'insomnia', 'BigMenLover9923', 'baudib1', 'tepig19283', 'InstantHammer', 'DoctorZeus', 'Kuti plz']","['matt', 'arogame123']"
i ate a sock,joat10,42543,6411,Mafia,"['baudib1', 'bystander', 'BigMenLover9923', 'Prince J', 'Xander Bly', 'Hooper', 'neil the eel', 'snally']","['matt', 'Nippleman']"
title of game thread,joat10,42539,6410,Town,"['baudib3', 'snally', 'tepig19283', 'BigMenLover9923', 'Nippleman', 'mhsmith0', 'Xander Bly', 'neil the eel']","['Hooper', 'Prince J']"
BENNEH WAKE UP,joat10,42535,6409,Mafia,"['bystander', 'matt', 'InstantHammer', 'benneh', 'snally', 'Akasuki', 'Garden Gnome', 'anne.']","['BigMenLover9923', 'insomnia']"
deez nuts,joat10,42531,6408,Mafia,"['Smaug', 'insomnia', 'Prickly Pear', 'bystander', 'snally', 'Garden Gnome', 'Akasuki', 'BigMenLover9923']","['baudib1', 'tepig19283']"
!in 10 getting close to bedtime,joat10,42524,6407,Mafia,"['Smaug', 'matt', 'Xander Bly', 'Dahkah', 'bystander', 'BigMenLover9923', 'Haze with a Z', 'Akasuki']","['Nippleman', 'Hooper']"
kite,joat10,42519,6406,Town,"['Smaug', 'matt', 'Nippleman', 'Hooper', 'Xander Bly', 'Haze with a Z', 'BigMenLover9923', 'tepig19283']","['Dahkah', 'bystander']"
Arctic is gay,joat10,42515,6405,Town,"['Nippleman', 'matt', 'Hooper', 'Illwei', 'Dahkah', 'snally', 'mhsmith0', 'wolfboy']","['baudib1', 'Haze with a Z']"
inning was a mistake lol,joat10,42508,6404,Town,"['anne.', 'Nippleman', 'BigMenLover9923', 'Dahkah', 'Smaug', 'Hooper', 'BongWater', 'mhsmith0']","['Xander Bly', 'Rem']"
new year new turbo,joat10,43027,6521,Mafia,"['Happy', 'mhsmith0', 'benneh', 'rotomwash', 'snally', 'CarnethystPhoenix', 'Clouds', 'BigMenLover9923']","['Zharvakko', 'Transcend']"
insomnia twerk turbo,joat10,43022,6520,Mafia,"['benneh', 'Purrito', 'bystander', 'Luna', 'mhsmith0', 'Prince J', 'baudib1', 'Vikuale2']","['snally', 'insomnia']"
Happy NY Europe!,joat10,43018,6519,Town,"['Hooper', 'bystander', 'rotomwash', 'DoctorZeus', 'Taffy', 'insomnia', 'alexa.', 'baudib1']","['Transcend', 'Kajot']"
I HATE BENNEH I HATE BENNEH,doublejoat13,43014,6518,Mafia,"['EvilContract', 'Nilus', 'insomnia', 'Smaug', 'InstantHammer', 'snally', 'Transcend', 'DoctorZeus', 'tepig19283', 'baudib1']","['bystander', 'Variance', 'Akasuki']"
hi boo,joat10,43010,6517,Town,"['baudib1', 'insomnia', 'Variance', 'Nilus', 'snally', 'Transcend', 'BigMenLover9923', 'Kajot']","['bystander', 'Akasuki']"
lets make nipple salty,joat10,43006,6516,Town,"['Nilus', 'Transcend', 'baudib1', 'lol', 'Zharvakko', 'benneh', 'Akasuki', 'gamer']","['snally', 'bystander']"
lunch lads as joat D1,joat10,42999,6514,Town,"['Zharvakko', 'lol', 'Transcend', 'insomnia', 'InstantHammer', 'ladd', 'Akasuki', 'High Fidelity']","['baudib1', 'snally']"
hally is TURBOING and DRIVING,joat10,42990,6512,Town,"['baudib1', 'rotomwash', 'Smaug', 'Garden Gnome', 'Hooper', 'snally', 'mhsmith0', 'tepig19283']","['Transcend', 'bystander']"
shit title 💩,joat10,42986,6511,Mafia,"['insomnia', 'baudib1', 'Garden Gnome', 'TwiceSkunk', 'Poochy', 'Porscha', 'Xander Bly', 'Akasuki']","['Hooper', 'Polterpup']"
Automated turbo game thread: b8d97c60-c689-46,cop9,42982,6510,Mafia,"['fluffy rabbit', 'witch', 'TwiceSkunk', 'BigMenLover9923', 'neil the eel', 'fires', 'Akasuki']","['gamer', 'Transcend']"
snurbo,joat10,42978,6509,Mafia,"['bystander', 'Zharvakko', 'Xander Bly', 'sevenseas', 'Gary', 'gamer', 'Trisscar', 'snally']","['Transcend', 'Akasuki']"
quick,joat10,42974,6508,Town,"['Zharvakko', 'Transcend', 'alexa.', 'baudib1', 'tepig19283', 'benneh', 'arogame123', 'Akasuki']","['anne.', 'Luna']"
gottem,vig10,42967,6507,Town,"['Transcend', 'Porscha', 'baudib1', 'Haze with a Z', 'funni boi', 'insomnia', 'Garden Gnome', 'Luna']","['BigMenLover9923', 'Kuti plz']"
MacDougall is playing,joat10,42963,6506,Town,"['tepig19283', 'snally', 'Myzrael', 'Variance', 'InstantHammer', 'fires', 'Arctic', 'alexa.']","['baudib1', 'CarnethystPhoenix']"
chipi chipi chapa chapa,joat10,42959,6505,Mafia,"['insomnia', 'tepig19283', 'baudib1', 'Variance', 'Arctic', 'Kajot', 'InstantHammer', 'Garden Gnome']","['snally', 'DoctorZeus']"
nwo,joat10,42955,6504,Town,"['baudib1', 'snally', 'gamer', 'Garden Gnome', 'Hooper', 'InstantHammer', 'benneh', 'Donut Boy']","['bystander', 'Grant']"
d1 ur mom,joat10,42951,6503,Mafia,"['Nilus', 'insomnia', 'CarnethystPhoenix', 'lol', 'bystander', 'Variance', 'Garden Gnome', 'baudib1']","['gamer', 'Hooper']"
who is even in this game,joat10,42947,6502,Mafia,"['bystander', 'baudib1', 'Nilus', 'InstantHammer', 'Arctic', 'CarnethystPhoenix', 'Hooper', 'Variance']","['lol', 'gamer']"
Itshappening,joat10,42943,6501,Town,"['Athena Cykes', 'Hooper', 'benneh', 'insomnia', 'alexa.', 'lol', 'CarnethystPhoenix', 'Kajot']","['baudib1', 'InstantHammer']"
IM WATCHING U,joat10,42938,6500,Town,"['Hooper', 'Arctic', 'Kajot', 'baudib1', 'Gengar', 'Mediocre Question', 'benneh', 'Kuti plz']","['bystander', 'Akasuki']"
lol bigmenlover,joat10,42934,6499,Town,"['bystander', 'InstantHammer', 'Luna', 'Hooper', 'insomnia', 'Akasuki', 'Stake', 'baudib1']","['tepig19283', 'Arctic']"
baud and snally are wolves,joat10,42923,6496,Town,"['bystander', 'lemon.tangerine', 'baudib1', 'Kajot', 'Akasuki', 'benneh', 'InstantHammer', 'BigMenLover9923']","['snally', 'Transcend']"
everyone is going to be banned after this game for flaking,joat10,42919,6495,Mafia,"['Transcend', 'Porscha', 'benneh', 'insomnia', 'Stake', 'Kajot', 'InstantHammer', 'Arctic']","['Zharvakko', 'Delta']"
dude that’s not a cat,joat10,42915,6494,Town,"['bystander', 'benneh', 'Michelle', 'snally', 'Variance', 'baudib1', 'Akasuki', 'gamer']","['Arctic', 'Dahkah']"
everyone’s washed,joat10,42911,6493,Town,"['Nilus', 'Transcend', 'bystander', 'baudib1', 'Luna', 'snally', 'Akasuki', 'Hooper']","['Arctic', 'Variance']"
slank cover im katze,joat10,42907,6492,Mafia,"['baudib1', 'Arctic', 'ladd', 'benneh', 'Stake', 'Variance', 'Hallia', 'InstantHammer']","['snally', 'Hooper']"
d1 bml real,joat10,42902,6491,Town,"['Transcend', 'BigMenLover9923', 'Prince J', 'fires', 'mhsmith0', 'Akasuki', 'gamer', 'baudib1']","['TigerWoodsPGATour2004', 'Kuti plz']"
Brad is king,joat10,42898,6490,Town,"['lemon.tangerine', 'tepig19283', 'Transcend', 'Prince J', 'gamer', 'Hooper', 'Akasuki', 'Mediocre Question']","['quim', 'Homeslice']"
tunnel bigmenlover again,joat10,42893,6489,Mafia,"['alexa.', 'quim', 'Mediocre Question', 'Transcend', 'Nippleman', 'BigMenLover9923', 'Hooper', 'lemon.tangerine']","['bystander', 'Akasuki']"
tunnel bigmenlover,joat10,42889,6488,Mafia,"['Kajot', 'quim', 'insomnia', 'Transcend', 'Akasuki', 'BigMenLover9923', 'Mediocre Question', 'tepig19283']","['Arctic', 'Hooper']"
Brogame123,joat10,42885,6487,Town,"['baudib1', 'Kajot', 'Transcend', 'Hooper', 'InstantHammer', 'bystander', 'snally', 'Brogame123']","['gamer', 'Nippleman']"
UwU,joat10,42881,6486,Mafia,"['Transcend', 'snally', 'insomnia', 'Nilus', 'MerelBlackbird', 'bystander', 'lol', 'Kajot']","['Hooper', 'Akasuki']"
you have been banned for flaking,doublejoat13,42876,6485,Town,"['Haze with a Z', 'baudib1', 'InstantHammer', 'bystander', 'insomnia', 'lol', 'Akasuki', 'Hooper', 'Smaug', 'Nilus']","['Transcend', 'Kajot', 'lemon.tangerine']"
JOHN!,joat10,42872,6484,Town,"['baudib1', 'Kajot', 'Hooper', 'lol', 'Akasuki', 'Nilus', 'insomnia', 'Haze with a Z']","['Transcend', 'bystander']"
who cares,joat10,42858,6481,Mafia,"['tepig19283', 'bystander', 'Garden Gnome', 'Kajot', 'Hooper', 'jess', 'Akasuki', 'Nippleman']","['wakoim', 'InstantHammer']"
yall dumb,joat10,42854,6480,Mafia,"['Arctic', 'snally', 'fluffy rabbit', 'tepig19283', 'deine mudda', 'Hooper', 'Akasuki', 'lemon.tangerine']","['gamer', 'bystander']"
anne is scared of gamers but plays league of lesbians... CURIOUS!,joat10,42846,6478,Mafia,"['wakoim', 'bystander', 'snally', 'insomnia', 'lemon.tangerine', 'tepig19283', 'Variance', 'Hooper']","['ladd', 'Inawordyes']"
Xmas salty turbo,joat10,42842,6477,Town,"['bystander', 'Hooper', 'Taffy', 'tepig19283', 'lemon.tangerine', 'Nilus', 'Inawordyes', 'Stake']","['insomnia', 'baudib1']"
Xmas hero Clouds,joat10,42837,6476,Town,"['Hooper', 'Nilus', 'Arctic', 'baudib1', 'insomnia', 'Homeslice', 'wakoim', 'Clouds']","['Akasuki', 'snally']"
We love you Rem,joat10,42833,6475,Town,"['insomnia', 'InstantHammer', 'snally', 'JohnCarter', 'Taffy', 'benneh', 'Prince J', 'Akasuki']","['Nilus', 'Arctic']"
let Ih cook,joat10,42828,6474,Town,"['InstantHammer', 'bystander', 'snally', 'Nilus', 'Arctic', 'Akasuki', 'Kuti plz', 'Haze with a Z']","['Rem', 'insomnia']"
i couldnt even CAROL to this! i jingled instantly! gift wrap isle my PRESENTS!,joat10,42824,6473,Mafia,"['insomnia', 'baudib1', 'bystander', 'InstantHammer', 'BigMenLover9923', 'Nilus', 'Haze with a Z', 'TigerWoodsPGATour2004']","['Nippleman', 'snally']"
BML new nips,joat10,42820,6472,Town,"['wakoim', 'baudib1', 'benneh', 'Kuti plz', 'TigerWoodsPGATour2004', 'Akasuki', 'Homeslice', 'arogame123']","['snally', 'BigMenLover9923']"
BML is done.,joat10,42816,6471,Mafia,"['snally', 'Haze with a Z', 'Mediocre Question', 'Hooper', 'bystander', 'Akasuki', 'InstantHammer', 'BigMenLover9923']","['Nippleman', 'cinderella']"
it kinda sucks you cant think of a good title because u need to be first,joat10,42812,6470,Town,"['Mediocre Question', 'bystander', 'BigMenLover9923', 'Hooper', 'snally', 'benneh', 'Garden Gnome', 'arogame123']","['Kuti plz', 'Akasuki']"
insomnia and benneh toxic,joat10,42808,6469,Town,"['MerelBlackbird', 'Garden Gnome', 'InstantHammer', 'wakoim', 'Mediocre Question', 'tepig19283', 'arogame123', 'JohnCarter']","['Hooper', 'Kuti plz']"
nuh uh afk check is lame,cop9,42804,6468,Mafia,"['Hooper', 'Akasuki', 'BigMenLover9923', 'Luna', 'lol', 'JohnCarter', 'arogame123']","['Arctic', 'benneh']"
rübenkraut,joat10,42800,6467,Mafia,"['alexa.', 'snally', 'Gira', 'arogame123', 'Haze with a Z', 'moonstermash', 'Arctic', 'Taffy']","['Hooper', 'benneh']"
anne speaks english:),joat10,42795,6466,Mafia,"['Hooper', 'arogame123', 'TwiceSkunk', 'Akasuki', 'mhsmith0', 'Garden Gnome', 'TigerWoodsPGATour2004', 'BigMenLover9923']","['wakoim', 'jess']"
bus smith and win… please? :p,joat10,42791,6465,Mafia,"['Homeslice', 'mhsmith0', 'Hooper', 'TigerWoodsPGATour2004', 'jess', 'Luna', 'Haze with a Z', 'Akasuki']","['baudib1', 'gamer']"
title of game thread,joat10,43171,6556,Mafia,"['matt', 'jess', 'benneh', 'loopy69', 'TigerWoodsPGATour2004', 'Porscha', 'Hooper', 'baudib1']","['BigMenLover9923', 'mhsmith0']"
cat,joat10,43162,6554,Mafia,"['benneh', 'Purrito', 'matt', 'Akasuki', 'Clouds', 'fires', 'baudib1', 'Gengar']","['bystander', 'rotomwash']"
ogerpon might have to get a sub randomly but fuck it we ball,joat10,43158,6553,Town,"['alexa.', 'Zharvakko', 'bystander', 'baudib1', 'Akasuki', 'Kajot', 'lemon.tangerine', 'Ogerpon']","['rotomwash', 'Clouds']"
neil the eel,joat10,43154,6552,Town,"['snally', 'bystander', 'matt', 'fires', 'baudib1', 'rotomwash', 'happy little accidents', 'benneh']","['Kajot', 'insomnia']"
epic mafia is stupid,joat10,43150,6551,Town,"['baudib1', 'alexa.', 'insomnia', 'lemon.tangerine', 'Nilus', 'Ogerpon', 'Arctic', 'InstantHammer']","['matt', 'Xander Bly']"
ratsomnia,joat10,43146,6550,Mafia,"['MerelBlackbird', 'bystander', 'Nilus', 'baudib1', 'Clouds', 'rotomwash', 'Arctic', 'Gengar']","['benneh', 'insomnia']"
Anne is playing gay 2,joat10,43142,6549,Town,"['Hallia', 'The Commentator', 'anne.', 'baudib1', 'InstantHammer', 'Akasuki', 'Zharvakko', 'gamer']","['Kajot', 'Smaug']"
Automated turbo game thread: 546f8014-ded5-44,joat10,43138,6548,Mafia,"['Hallia', 'Arctic', 'gamer', 'Stake', 'Akasuki', 'Kajot', 'InstantHammer', 'anne.']","['baudib1', 'bystander']"
Celebrity lol Turbo,joat10,43134,6547,Mafia,"['InstantHammer', 'Hallia', 'Zharvakko', 'insomnia', 'arogame123', 'lol', 'baudib1', 'Luna']","['Arctic', 'fires']"
can we do it again?????,joat10,43126,6545,Town,"['arogame123', 'jess', 'rotomwash', 'matt', 'baudib1', 'Ogerpon', 'Amrock', 'gamer']","['mhsmith0', 'Clouds']"
town wins n1 again????,joat10,43122,6544,Town,"['arogame123', 'jess', 'baudib1', 'Porscha', 'rotomwash', 'Wadsworth', 'anne.', 'Luna']","['townboy', 'Gengar']"
gamer is not host,joat10,43118,6543,Town,"['baudib1', 'jess', 'arogame123', 'Clouds', 'funni boi', 'matt', 'Haze with a Z', 'Gengar']","['Zharvakko', 'rotomwash']"
first jess turbo tonight,joat10,43114,6542,Town,"['Wadsworth', 'Amrock', 'Zharvakko', 'jess', 'rotomwash', 'Ogerpon', 'baudib1', 'Akasuki']","['bystander', 'arogame123']"
stfu randed,joat10,43110,6541,Town,"['benneh', 'snally', 'alexa.', 'Xander Bly', 'Purrito', 'Akasuki', 'arogame123', 'bystander']","['Wadsworth', 'fires']"
big mistake rem,joat10,43106,6540,Town,"['Hooper', 'benneh', 'Nilus', 'arogame123', 'Ogerpon', 'matt', 'Zugzwang', 'Rem']","['Zharvakko', 'MerelBlackbird']"
cereal killer,joat10,43102,6539,Mafia,"['baudib1', 'arogame123', 'InstantHammer', 'loopy69', 'Hallia', 'Luna', 'matt', 'Rem']","['Nilus', 'Zharvakko']"
sweep and win,joat10,43098,6538,Town,"['lemon.tangerine', 'InstantHammer', 'Arctic', 'tepig19283', 'Hooper', 'Akasuki', 'Stake', 'bystander']","['arogame123', 'Nilus']"
surely this will go very well dw,joat10,43094,6537,Town,"['Nilus', 'benneh', 'funni boi', 'Polterpup', 'Stake', 'bystander', 'Xanjori', 'ladd']","['wE DiD NoT BuS', 'Breakfast']"
"Euro Turbo, bon jour mes amies",joat10,43090,6536,Town,"['Zharvakko', 'baudib1', 'Arctic', 'ladd', 'Xanjori', 'Athena Cykes', 'neil the eel', 'Gengar']","['alexa.', 'insomnia']"
Automated turbo game thread: 47842c5c-cc92-49,joat10,43086,6535,Town,"['benneh', 'rotomwash', 'baudib1', 'Porscha', 'matt', 'Ogerpon', 'Juliette', 'mhsmith0']","['Hooper', 'jess']"
test sunbae game,joat10,43082,6534,Town,"['benneh', 'matt', 'Abraham DeLacey', 'Joe Bruin', 'CatnodDotGif', 'moppo', 'The Turbo Team', 'katze']","['Butterr', 'deine mudda']"
kill bystander,joat10,43078,6533,Mafia,"['Purrito', 'Akasuki', 'gamer', 'bystander', 'Ogerpon', 'MerelBlackbird', 'tepig19283', 'Luna']","['benneh', 'Happy']"
açaí bowl,joat10,43074,6532,Mafia,"['insomnia', 'InstantHammer', 'matt', 'Gira', 'Zharvakko', 'Grant', 'baudib1', 'Akasuki']","['Arctic', 'Luna']"
holy shit cop13 real,cop13,43070,6531,Town,"['Luna', 'InstantHammer', 'Nilus', 'gamer', 'bystander', 'Ogerpon', 'benneh', 'Akasuki', 'Transcend', 'Gengar']","['baudib1', 'Garden Gnome', 'rotomwash']"
battle of kitikami,joat10,43066,6530,Town,"['Nilus', 'Transcend', 'arogame123', 'Kajot', 'Hooper', 'Akasuki', 'insomnia', 'Ogerpon']","['bystander', 'baudib1']"
OMFG rand it already,joat10,43062,6529,Town,"['Kajot', 'InstantHammer', 'Xanjori', 'bystander', 'Luna', 'Smaug', 'baudib1', 'Transcend']","['Hooper', 'Akasuki']"
this game will have two zero posters but y'all hella impatient so yolo lol,joat10,43058,6528,Mafia,"['Transcend', 'benneh', 'EvilContract', 'rotomwash', 'Dahkah', 'Clouds', 'mhsmith0', 'CarnethystPhoenix']","['baudib1', 'Prince J']"
boob4,joat10,43053,6527,Town,"['Clouds', 'rotomwash', 'baudib1', 'boob1', 'fires', 'Ogerpon', 'Prince J', 'baudib3']","['bystander', 'InstantHammer']"
hydreigon and oliwaz arent flavor yet,joat10,43049,6526,Mafia,"['Clouds', 'Zharvakko', 'InstantHammer', 'Gengar', 'BigMenLover9923', 'rotomwash', 'fires', 'baudib1']","['Homeslice', 'Kajot']"
I hope there's actually new flavor,joat10,43044,6525,Town,"['Arctic', 'Zharvakko', 'insomnia', 'Kajot', 'alexa.', 'Prince J', 'rotomwash', 'Luna']","['InstantHammer', 'bystander']"
test game new flavor,joat10,43040,6524,Town,"['Donut Boy', 'rotomwash', 'insomnia', 'arogame123', 'Xanjori', 'Stake', 'Hooper', 'InstantHammer']","['Luna', 'Kajot']"
MAJ STFU,joat10,43036,6523,Mafia,"['Polterpup', 'Poochy', 'townboy', 'Donut Boy', 'Nilus', 'wolfboy', 'Xanjori', 'baudib1']","['BigMenLover9923', 'Akasuki']"
dont d1 BML as joat again idiots,joat10,43032,6522,Town,"['Taffy', 'snally', 'Transcend', 'Clouds', 'Xanjori', 'InstantHammer', 'Donut Boy', 'mhsmith0']","['baudib1', 'BigMenLover9923']"
brodib1 - [bomb10 game],bomb10,43508,6630,Town,"['eepy', 'Champ Siggi', 'brodib1', 'baudib1', 'Arctic', 'matt', 'Luna', 'CutenessOverload']","['insomnia', 'Smaug']"
cool setup - [bomb10 game],bomb10,43512,6631,Mafia,"['Champ Siggi', 'matt', 'jess', 'arogame123', 'insomnia', 'SeriousMafiaPlayer', 'Gengar', 'AkaneSQ']","['baudib1', 'gamer']"
matt more like rat - [vig10 game],vig10,43522,6633,Town,"['eepy', 'benneh', 'baudib1', 'Smaug', 'Lukeh', 'SamP4Palmer', 'SeriousMafiaPlayer', 'arogame123']","['Hooper', 'matt']"
luka is goated - [bomb10 game],bomb10,43529,6634,Town,"['alexa.', 'SamP4Palmer', 'Champ Siggi', 'Luna', 'matt', 'Prince J', 'Lukeh', 'benneh']","['baudib1', 'anne.']"
jess is the hero - [bomb10 game],bomb10,43533,6635,Town,"['Champ Siggi', 'SamP4Palmer', 'Lukeh', 'baudib1', 'CarnethystPhoenix', 'BigMenLover9923', 'alexa.', 'jess']","['Prince J', 'Akasuki']"
